"SIIIR","Denumire","Categorie","SIRUTA","Localitate","Judet"
"0561101772","ŞCOALA GIMNAZIALĂ NR.1 SÂNNICOLAU ROMÂN","Școală gimnazială",28326,"SÂNNICOLAU ROMÂN","BH"
"0561101243","ȘCOALA GIMNAZIALĂ NR.1 SÂNTANDREI","Școală gimnazială",26662,"SÂNTANDREI","BH"
"0561101297","ȘCOALA GIMNAZIALĂ NR.1 SÂRBI","Școală gimnazială",31137,"SÂRBI","BH"
"0561101252","ȘCOALA GIMNAZIALĂ NR.1 SPINUȘ","Școală gimnazială",31217,"SPINUŞ","BH"
"0561108621","LICEUL TEHNOLOGIC NR.1 SUPLACU DE BARCĂU","Liceu tehnologic / Școală profesională",31271,"SUPLACU DE BARCĂU","BH"
"0561108336","ŞCOALA GIMNAZIALĂ ""KAZINCZY FERENC"" ŞIMIAN","Școală gimnazială",31342,"ŞIMIAN","BH"
"0561100744","ȘCOALA GIMNAZIALĂ NR.1 ȘINTEU","Școală gimnazială",31388,"ŞINTEU","BH"
"0561101763","COLEGIUL NAȚIONAL ""AVRAM IANCU"" ȘTEI","Colegiu",26859,"ŞTEI","BH"
"0561100884","ȘCOALA GIMNAZIALĂ ""MIRON POMPILIU"" ȘTEI","Școală gimnazială",26859,"ŞTEI","BH"
"0561100097","LICEUL TEHNOLOGIC NR.1 ŞUNCUIUŞ","Liceu tehnologic / Școală profesională",31529,"ŞUNCUIUŞ","BH"
"0561101175","ŞCOALA GIMNAZIALĂ NR.2 TALPOŞ","Școală gimnazială",27418,"TALPOŞ","BH"
"0561100192","ŞCOALA GIMNAZIALĂ NR.1 TARCEA","Școală gimnazială",31574,"TARCEA","BH"
"0561101867","ȘCOALA GIMNAZIALĂ NR.1 TĂMĂȘEU","Școală gimnazială",27490,"TĂMĂŞEU","BH"
"0561101433","ȘCOALA GIMNAZIALĂ NR.1 TĂRCAIA","Școală gimnazială",31618,"TĂRCAIA","BH"
"0561100875","ȘCOALA GIMNAZIALĂ NR.1 TĂRIAN","Școală gimnazială",29494,"TĂRIAN","BH"
"0561108327","ȘCOALA GIMNAZIALĂ NR.1 TĂUTEU","Școală gimnazială",31663,"TĂUTEU","BH"
"0561101261","ŞCOALA GIMNAZIALĂ NR.1 TILEAGD","Școală gimnazială",31725,"TILEAGD","BH"
"0561100242","LICEUL TEORETIC ""NICOLAE JIGA"" TINCA","Liceu",31798,"TINCA","BH"
"0561100025","ŞCOALA GIMNAZIALĂ ""NESTOR PORUMB"" TULCA","Școală gimnazială",31850,"TULCA","BH"
"0561101799","ŞCOALA GIMNAZIALĂ NR.1 UILEACU DE BEIUŞ","Școală gimnazială",31930,"UILEACU DE BEIUŞ","BH"
"0561101415","ȘCOALA GIMNAZIALĂ NR.1 URVIȘ DE BEIUȘ","Școală gimnazială",31501,"URVIŞ DE BEIUŞ","BH"
"0561101695","COLEGIUL TEHNIC NR.1 VADU CRIŞULUI","Colegiu",31985,"VADU CRIŞULUI","BH"
"0561108449","ȘCOALA GIMNAZIALĂ ""ZELK ZOLTAN"" VALEA LUI MIHAI","Școală gimnazială",32036,"VALEA LUI MIHAI","BH"
"0561101098","ȘCOALA GIMNAZIALĂ ""NICOLAE BOGDAN"" VAȘCĂU","Școală gimnazială",27016,"VAŞCĂU","BH"
"0561101044","ŞCOALA GIMNAZIALĂ NR.1 VÂRCIOROG",NA,32107,"VÂRCIOROG","BH"
"0561102063","ŞCOALA GIMNAZIALĂ NR.1 VIIŞOARA","Școală gimnazială",32054,"VIIŞOARA","BH"
"0661101282","ȘCOALA GIMNAZIALĂ ""IUSTIN ILIEȘIU"" ANIEȘ","Școală gimnazială",33649,"ANIEŞ","BN"
"0661100774","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ BECLEAN","Centru special de educație incluzivă",32492,"BECLEAN","BN"
"0661101323","COLEGIUL NAȚIONAL ""PETRU RAREȘ"" BECLEAN","Colegiu",32492,"BECLEAN","BN"
"0661103601","ȘCOALA GIMNAZIALĂ ""GRIGORE SILAȘI"" BECLEAN","Școală gimnazială",32492,"BECLEAN","BN"
"0661101291","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ""LACRIMA"" UNIREA","Centru special de educație incluzivă",32401,"BISTRIŢA","BN"
"0661103655","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ NR.1 BISTRIȚA","Centru de Educație Incluzivă",32401,"BISTRIŢA","BN"
"0661103732","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ NR.2 BISTRIȚA","Centru de Educație Incluzivă",32401,"BISTRIŢA","BN"
"0661101264","COLEGIUL NAȚIONAL ""ANDREI MUREȘANU"" BISTRIȚA","Colegiu",32401,"BISTRIŢA","BN"
"0661101531","COLEGIUL NAȚIONAL ""LIVIU REBREANU"" BISTRIȚA","Colegiu",32401,"BISTRIŢA","BN"
"0661101133","LICEUL CU PROGRAM SPORTIV BISTRIȚA","Liceu",32401,"BISTRIŢA","BN"
"0661101219","LICEUL DE ARTE ""CORNELIU BABA"" BISTRIȚA","Liceu",32401,"BISTRIŢA","BN"
"0661101151","LICEUL DE MUZICĂ ""TUDOR JARDA"" BISTRIȚA","Liceu",32401,"BISTRIŢA","BN"
"0661103705","ȘCOALA GIMNAZIALĂ ""AVRAM IANCU"" BISTRIȚA","Școală gimnazială",32401,"BISTRIŢA","BN"
"0661101246","ȘCOALA GIMNAZIALĂ ""LUCIAN BLAGA"" BISTRIȚA","Școală gimnazială",32401,"BISTRIŢA","BN"
"0661103777","ȘCOALA GIMNAZIALĂ NR.1 BISTRIȚA","Școală gimnazială",32401,"BISTRIŢA","BN"
"0661100792","ȘCOALA GIMNAZIALĂ NR.4 BISTRIȚA","Școală gimnazială",32401,"BISTRIŢA","BN"
"0661101169","ȘCOALA GIMNAZIALĂ NR.7 VIIȘOARA","Școală gimnazială",32401,"BISTRIŢA","BN"
"0661100783","ȘCOALA GIMNAZIALĂ ""ȘTEFAN CEL MARE"" BISTRIȚA","Școală gimnazială",32401,"BISTRIŢA","BN"
"0661100982","ȘCOALA GIMNAZIALĂ NR.1 BISTRIȚA BÂRGĂULUI","Școală gimnazială",32642,"BISTRIŢA BÂRGĂULUI","BN"
"0661101513","ȘCOALA GIMNAZIALĂ BRANIȘTEA","Școală gimnazială",32679,"BRANIŞTEA","BN"
"0661101427","ȘCOALA GIMNAZIALĂ BUDACU DE JOS","Școală gimnazială",32713,"BUDACU DE JOS","BN"
"0661101029","ȘCOALA GIMNAZIALĂ BUDACU DE SUS","Școală gimnazială",32900,"BUDACU DE SUS","BN"
"0661100738","ȘCOALA GIMNAZIALĂ BUDEȘTI","Școală gimnazială",32777,"BUDEŞTI","BN"
"0661103646","LICEUL TEHNOLOGIC ""ION CĂIAN ROMÂNUL"" CĂIANU MIC","Liceu tehnologic / Școală profesională",32820,"CĂIANU MIC","BN"
"0661103596","ȘCOALA GIMNAZIALĂ ""IULIU PRODAN"" CHIOCHIȘ","Școală gimnazială",33024,"CHIOCHIŞ","BN"
"0661101201","ȘCOALA GIMNAZIALĂ ""LIVIU REBREANU"" CHIUZA","Școală gimnazială",33131,"CHIUZA","BN"
"0661101418","ȘCOALA GIMNAZIALĂ CICEU-GIURGEȘTI","Școală gimnazială",32964,"CICEU-GIURGEŞTI","BN"
"0661101047","ȘCOALA GIMNAZIALĂ ""PETRU RAREȘ"" CICEU-MIHĂIEȘTI","Școală gimnazială",34217,"CICEU-MIHĂIEŞTI","BN"
"0661101106","ȘCOALA GIMNAZIALĂ CIREȘOAIA","Școală gimnazială",32688,"CIREŞOAIA","BN"
"0661103673","ȘCOALA GIMNAZIALĂ ""VASILE GRIGORE BORGOVAN"" CORVINEȘTI","Școală gimnazială",33685,"CORVINEŞTI","BN"
"0661100887","ȘCOALA GIMNAZIALĂ ""GEORGE COȘBUC"" COȘBUC","Școală gimnazială",33186,"COŞBUC","BN"
"0661101011","ȘCOALA GIMNAZIALĂ DUMITRA","Școală gimnazială",33211,"DUMITRA","BN"
"0661101074","LICEUL TEHNOLOGIC FELDRU","Liceu tehnologic / Școală profesională",33257,"FELDRU","BN"
"0661101305","ȘCOALA GIMNAZIALĂ ""GRIGORE HERINEAN"" GALAȚII BISTRIȚEI","Școală gimnazială",33284,"GALAŢII BISTRIŢEI","BN"
"0661100928","ȘCOALA GIMNAZIALĂ ILVA MARE","Școală gimnazială",33346,"ILVA MARE","BN"
"0661103827","ȘCOALA GIMNAZIALĂ DEMIAN NECHITI ILVA MICĂ","Școală gimnazială",33373,"ILVA MICA","BN"
"0661100756","ȘCOALA GIMNAZIALĂ JOSENII BÂRGĂULUI","Școală gimnazială",33391,"JOSENII BÂRGĂULUI","BN"
"0661100878","LICEUL TEHNOLOGIC LECHINȚA","Liceu tehnologic / Școală profesională",33444,"LECHINŢA","BN"
"0661101377","ȘCOALA GIMNAZIALĂ NR.1 LEȘU","Școală gimnazială",33523,"LEŞU","BN"
"0661101187","ȘCOALA GIMNAZIALĂ LIVEZILE","Școală gimnazială",33550,"LIVEZILE","BN"
"0661101359","ȘCOALA GIMNAZIALĂ LUNCA ILVEI","Școală gimnazială",33612,"LUNCA ILVEI","BN"
"0661103664","LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MAIERU","Liceu tehnologic / Școală profesională",33630,"MAIERU","BN"
"0661100991","ȘCOALA GIMNAZIALĂ MATEI","Școală gimnazială",33667,"MATEI","BN"
"0661101558","ȘCOALA GIMNAZIALĂ ""DARIU POP"" MĂGURA ILVEI","Școală gimnazială",33738,"MĂGURA ILVEI","BN"
"0661101056","ȘCOALA GIMNAZIALĂ MĂRIȘELU","Școală gimnazială",33774,"MĂRIŞELU","BN"
"0661100064","ȘCOALA GIMNAZIALĂ MICEȘTII DE CÂMPIE","Școală gimnazială",33854,"MICEŞTII DE CÂMPIE","BN"
"0661101341","ȘCOALA GIMNAZIALĂ CARDINAL IULIU HOSSU MILAȘ","Școală gimnazială",33890,"MILAŞ","BN"
"0661101368","ȘCOALA GIMNAZIALĂ ""PAUL TANCO"" MONOR","Școală gimnazială",33961,"MONOR","BN"
"0661100901","COLEGIUL NAȚIONAL ""GEORGE COȘBUC"" NĂSĂUD","Colegiu",32553,"NĂSĂUD","BN"
"0661100919","ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" NĂSĂUD","Școală gimnazială",32553,"NĂSĂUD","BN"
"0661103619","ȘCOALA GIMNAZIALĂ NEGRILEȘTI","Școală gimnazială",32991,"NEGRILEŞTI","BN"
"0661100105","ȘCOALA GIMNAZIALĂ NIMIGEA DE JOS","Școală gimnazială",33998,"NIMIGEA DE JOS","BN"
"0661100824","ȘCOALA GIMNAZIALĂ NUȘENI","Școală gimnazială",34084,"NUŞENI","BN"
"0661101409","ȘCOALA GIMNAZIALĂ ""VASILE SCURTU"" PARVA","Școală gimnazială",34164,"PARVA","BN"
"0661101142","ȘCOALA GIMNAZIALĂ PETRIȘ","Școală gimnazială",32937,"PETRIŞ","BN"
"0661100842","ȘCOALA GIMNAZIALĂ ""SEVER POP"" POIANA ILVEI","Școală gimnazială",33756,"POIANA ILVEI","BN"
"0661100055","LICEUL TEORETIC ""RADU PETRESCU"" PRUNDU BÂRGĂULUI","Liceu",34244,"PRUNDU BÂRGĂULUI","BN"
"0661100123","ȘCOALA GIMNAZIALĂ NR.1 REBRA","Școală gimnazială",34271,"REBRA","BN"
"0661100711","ȘCOALA GIMNAZIALĂ ""IACOB SI IOACHIM MUREȘANU"" REBRIȘOARA","Școală gimnazială",34299,"REBRIŞOARA","BN"
"0661101002","ȘCOALA GIMNAZIALĂ ""ION POP RETEGANUL"" RETEAG","Școală gimnazială",34182,"RETEAG","BN"
"0661101386","LICEUL TEHNOLOGIC ""FLORIAN PORCIUS"" RODNA","Liceu",34342,"RODNA","BN"
"0661101065","ȘCOALA GIMNAZIALĂ ROMULI","Școală gimnazială",34379,"ROMULI","BN"
"0661100896","ȘCOALA GIMNAZIALĂ ""IOAN S.PAVELEA"" RUNCU SALVEI","Școală gimnazială",34413,"RUNCU SALVEI","BN"
"0661100046","ȘCOALA PROFESIONALĂ ""TIBERIU MORARIU"" SALVA","Liceu tehnologic / Școală profesională",34404,"SALVA","BN"
"0661101083","ȘCOALA GIMNAZIALĂ ""ARTEMIU PUBLIU ALEXI"" SÂNGEORZ-BĂI","Școală gimnazială",32606,"SÂNGEORZ-BĂI","BN"
"0661101273","ȘCOALA GIMNAZIALĂ SÂNMIHAIU DE CÂMPIE","Școală gimnazială",34486,"SÂNMIHAIU DE CÂMPIE","BN"
"0661103714","ȘCOALA GIMNAZIALĂ SILIVAȘU DE CÂMPIE","Școală gimnazială",34431,"SILIVAŞU DE CÂMPIE","BN"
"0661103723","ȘCOALA GIMNAZIALĂ SPERMEZEU","Școală gimnazială",34556,"SPERMEZEU","BN"
"0661100028","ȘCOALA GIMNAZIALĂ ""ENEA GRAPINI"" ȘANȚ","Școală gimnazială",34627,"ŞANŢ","BN"
"0661100955","ȘCOALA GIMNAZIALĂ ȘIEU","Școală gimnazială",34654,"ŞIEU","BN"
"0661100937","ȘCOALA GIMNAZIALĂ ȘIEU-MĂGHERUȘ","Școală gimnazială",34707,"ŞIEU-MĂGHERUŞ","BN"
"0661101504","ȘCOALA GIMNAZIALĂ ȘIEU-ODORHEI","Școală gimnazială",34789,"ŞIEU-ODORHEI","BN"
"0661101228","ȘCOALA GIMNAZIALĂ ȘIEUȚ","Școală gimnazială",34869,"ŞIEUŢ","BN"
"0661101255","ȘCOALA GIMNAZIALĂ ȘINTEREAG","Școală gimnazială",34912,"ŞINTEREAG","BN"
"0661100037","ȘCOALA PROFESIONALĂ TÂRLIȘUA","Liceu tehnologic / Școală profesională",35161,"TÂRLIŞUA","BN"
"0661101436","LICEUL TEORETIC ""CONSTANTIN ROMANU VIVU"" TEACA","Liceu",34994,"TEACA","BN"
"0661101463","LICEUL TEHNOLOGIC TELCIU","Liceu",35063,"TELCIU","BN"
"0661101332","ȘCOALA GIMNAZIALĂ TIHA BÂRGĂULUI","Școală gimnazială",35107,"TIHA BÂRGĂULUI","BN"
"0661101472","ȘCOALA GIMNAZIALĂ TUREAC","Școală gimnazială",35143,"TUREAC","BN"
"0661103741","ȘCOALA GIMNAZIALĂ URIU","Școală gimnazială",35278,"URIU","BN"
"0661101549","ȘCOALA GIMNAZIALĂ URMENIȘ","Școală gimnazială",35321,"URMENIŞ","BN"
"0661101314","ȘCOALA GIMNAZIALĂ ""DSIDA JENO"" VIȚA","Școală gimnazială",34146,"VIŢA","BN"
"0661103628","ȘCOALA GIMNAZIALĂ ""NICOLAE DRĂGANU"" ZAGRA","Școală gimnazială",35438,"ZAGRA","BN"
"0961102428","ŞCOALA GIMNAZIALĂ BĂRĂGANUL","Școală gimnazială",42833,"BĂRĂGANUL","BR"
"0961101852","ŞCOALA GIMNAZIALĂ BERTEŞTII DE JOS","Școală gimnazială",42851,"BERTEŞTII DE JOS","BR"
"0961101671","ŞCOALA GIMNAZIALĂ BORDEI VERDE","Școală gimnazială",42922,"BORDEI VERDE","BR"
"0961102012","CENTRUL ŞCOLAR DE EDUCAŢIE INCLUZIVĂ","Centru special de educație incluzivă",42691,"BRĂILA","BR"
"0961101617","COLEGIUL NAŢIONAL ""ANA ASLAN""","Colegiu",42691,"BRĂILA","BR"
"0961102446","COLEGIUL NAȚIONAL PEDAGOGIC ""DUMITRU PANAITESCU PERPESSICIUS""","Colegiu",42691,"BRĂILA","BR"
"0961100132","LICEUL CU PROGRAM SPORTIV","Liceu",42691,"BRĂILA","BR"
"0961101897","LICEUL DE ARTE ""HARICLEA DARCLEE""","Liceu",42691,"BRĂILA","BR"
"0961100159","LICEUL TEHNOLOGIC ""ANGHEL SALIGNY""","Liceu tehnologic / Școală profesională",42691,"BRĂILA","BR"
"0961101902","ŞCOALA GIMNAZIALĂ ""ALEKSANDR SERGHEEVICI PUŞKIN""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102455","ŞCOALA GIMNAZIALĂ ""ALEXANDRU IOAN CUZA""","Școală gimnazială",42691,"BRĂILA","BR"
"0961100064","ŞCOALA GIMNAZIALĂ ""ANTON PANN""","Școală gimnazială",42691,"BRĂILA","BR"
"0961100168","ŞCOALA GIMNAZIALĂ ""AUREL VLAICU""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102247","ŞCOALA GIMNAZIALĂ ""DIMITRIE CANTEMIR""","Școală gimnazială",42691,"BRĂILA","BR"
"0961101816","ŞCOALA GIMNAZIALĂ ""ECATERINA TEODOROIU""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102324","ŞCOALA GIMNAZIALĂ ""FĂNUŞ NEAGU""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102093","ŞCOALA GIMNAZIALĂ ""GEORGE COŞBUC""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102464","ŞCOALA GIMNAZIALĂ ""ION BĂNCILĂ""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102315","ŞCOALA GIMNAZIALĂ ""ION CREANGĂ""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102342","ŞCOALA GIMNAZIALĂ ""ION LUCA CARAGIALE""","Școală gimnazială",42691,"BRĂILA","BR"
"0961101748","ŞCOALA GIMNAZIALĂ ""MIHAI EMINESCU""","Școală gimnazială",42691,"BRĂILA","BR"
"0961101703","ŞCOALA GIMNAZIALĂ ""MIHAI VITEAZUL""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102387","ŞCOALA GIMNAZIALĂ ""MIHAIL KOGĂLNICEANU""","Școală gimnazială",42691,"BRĂILA","BR"
"0961100046","ŞCOALA GIMNAZIALĂ ""MIHAIL SADOVEANU""","Școală gimnazială",42691,"BRĂILA","BR"
"0961101793","ŞCOALA GIMNAZIALĂ ""MIHU DRAGOMIR""","Școală gimnazială",42691,"BRĂILA","BR"
"0961101938","ŞCOALA GIMNAZIALĂ ""NEDELCU CHERCEA""","Școală gimnazială",42691,"BRĂILA","BR"
"0961101644","ŞCOALA GIMNAZIALĂ ""NIKOS KAZANTZAKIS""","Școală gimnazială",42691,"BRĂILA","BR"
"0961100195","ŞCOALA GIMNAZIALĂ ""RADU TUDORAN""","Școală gimnazială",42691,"BRĂILA","BR"
"0961101992","ŞCOALA GIMNAZIALĂ ""SFÂNTUL ANDREI""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102143","ŞCOALA GIMNAZIALĂ ""VASILE ALECSANDRI""","Școală gimnazială",42691,"BRĂILA","BR"
"0961102586","ŞCOALA GIMNAZIALĂ ""VLAICU VODĂ""","Școală gimnazială",42691,"BRĂILA","BR"
"0961101825","ŞCOALA GIMNAZIALĂ CAZASU","Școală gimnazială",44275,"CAZASU","BR"
"0961101712","ŞCOALA GIMNAZIALĂ CHISCANI","Școală gimnazială",42717,"CHIŞCANI","BR"
"0961102437","ŞCOALA GIMNAZIALĂ CIOCILE","Școală gimnazială",42977,"CIOCILE","BR"
"0961101843","ŞCOALA GIMNAZIALĂ CIREŞU","Școală gimnazială",43028,"CIREŞU","BR"
"0961102306","ŞCOALA GIMNAZIALĂ DUDEŞTI","Școală gimnazială",43082,"DUDEŞTI","BR"
"0961100082","LICEUL TEORETIC ""GEORGE VÂLSAN""","Liceu",42762,"FĂUREI","BR"
"0961102595","ŞCOALA GIMNAZIALĂ FRECĂŢEI","Școală gimnazială",43126,"FRECĂŢEI","BR"
"0961102292","ŞCOALA GIMNAZIALĂ ""TOMA TÂMPEANU"" GALBENU","Școală gimnazială",43199,"GALBENU","BR"
"0961102202","ŞCOALA GIMNAZIALĂ GEMENELE","Școală gimnazială",43251,"GEMENELE","BR"
"0961101929","ŞCOALA PROFESIONALĂ ""EMIL DRĂGAN""","Școală profesională / Învățământ dual",43288,"GRADIŞTEA","BR"
"0961101834","ŞCOALA GIMNAZIALĂ GROPENI","Școală gimnazială",43322,"GROPENI","BR"
"0961100105","LICEUL TEHNOLOGIC ""NICOLAE ONCESCU""","Liceu tehnologic / Școală profesională",43340,"IANCA","BR"
"0961102274","LICEUL TEORETIC ""CONSTANTIN ANGELESCU""","Liceu",43340,"IANCA","BR"
"0961101757","LICEUL TEHNOLOGIC ""NICOLAE TITULESCU"" ÎNSURĂŢEI","Liceu tehnologic / Școală profesională",43420,"ÎNSURĂŢEI","BR"
"0961102039","ŞCOALA GIMNAZIALĂ ""SPIRU HARET"" ÎNSURĂŢEI","Școală gimnazială",43420,"ÎNSURĂŢEI","BR"
"0961101956","ŞCOALA GIMNAZIALĂ JIRLĂU","Școală gimnazială",43475,"JIRLĂU","BR"
"0961102396","ŞCOALA GIMNAZIALĂ LANURILE","Școală gimnazială",44523,"LANURILE","BR"
"0961102057","ŞCOALA GIMNAZIALĂ ""NICOLAE GRIGORE MĂRĂŞANU""","Școală gimnazială",43509,"MĂRAŞU","BR"
