"SIIIR","Denumire","Categorie","SIRUTA","Localitate","Judet"
"3161100679","LICEUL TEHNOLOGIC ""OCTAVIAN GOGA"" JIBOU","Liceu",139820,"JIBOU","SJ"
"3161100833","LICEUL TEHNOLOGIC ""PETRI MOR"" NUȘFALĂU","Liceu tehnologic / Școală profesională",142248,"NUŞFALĂU","SJ"
"3161104335","ȘCOALA PROFESIONALĂ SÂG","Liceu tehnologic / Școală profesională",142621,"SÂG","SJ"
"3161100643","LICEUL TEHNOLOGIC NR.1 SURDUC","Liceu tehnologic / Școală profesională",142783,"SURDUC","SJ"
"3161104362","LICEUL TEHNOLOGIC NR.1 SĂRMĂȘAG","Liceu tehnologic / Școală profesională",142890,"ŞĂRMĂŞAG","SJ"
"3161101092","CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ȘIMLEU SILVANIEI","Centru de Educație Incluzivă",139893,"ŞIMLEU SILVANIEI","SJ"
"3161104317","COLEGIUL TEHNIC ""IULIU MANIU"" ȘIMLEU SILVANIEI","Colegiu",139893,"ŞIMLEU SILVANIEI","SJ"
"3161100123","LICEUL TEHNOLOGIC ""IOAN OSSIAN"" ȘIMLEU SILVANIEI","Liceu tehnologic / Școală profesională",139893,"ŞIMLEU SILVANIEI","SJ"
"3161101445","CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ""SPERANȚA""","Centru de Educație Incluzivă",139713,"ZALĂU","SJ"
"3161100367","COLEGIUL TEHNIC ""ALESANDRU PAPIU ILARIAN"" ZALĂU","Colegiu",139713,"ZALĂU","SJ"
"3161100489","LICEUL TEHNOLOGIC ""MIHAI VITEAZUL"" ZALĂU","Liceu tehnologic / Școală profesională",139713,"ZALĂU","SJ"
"3161100878","LICEUL TEHNOLOGIC ""VOIEVODUL GELU"" ZALĂU","Liceu tehnologic / Școală profesională",139713,"ZALĂU","SJ"
"3061102529","LICEUL TEHNOLOGIC ARDUD","Liceu",136857,"ARDUD","SM"
"3061101302","LICEUL ROMANO-CATOLIC ""JOSEPHUS CALASANTIUS"" CAREI","Liceu",136535,"CAREI","SM"
"3061101953","LICEUL TEHNOLOGIC ""IULIU MANIU"" CAREI","Liceu",136535,"CAREI","SM"
"3061101347","LICEUL TEHNOLOGIC ""SIMION BĂRNUȚIU"" CAREI","Liceu",136535,"CAREI","SM"
"3061101469","LICEUL TEHNOLOGIC ""GEORGE BARIȚIU"" LIVADA","Liceu",138048,"LIVADA","SM"
"3061102045","LICEUL TEHNOLOGIC ""IONIȚĂ G. ANDRON"" NEGREȘTI-OAȘ","Liceu",136606,"NEGREŞTI-OAŞ","SM"
"3061102425","COLEGIUL ECONOMIC ""GHEORGHE DRAGOȘ"" SATU MARE","Colegiu",136492,"SATU MARE","SM"
"3061101243","LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" SATU MARE","Liceu",136492,"SATU MARE","SM"
"3061102687","LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ""GEORGE EMIL PALADE"" SATU MARE","Liceu",136492,"SATU MARE","SM"
"3061101216","LICEUL TEHNOLOGIC ""ELISA ZAMFIRESCU"" SATU MARE","Liceu",136492,"SATU MARE","SM"
"3061102651","LICEUL TEHNOLOGIC ""ION I. C. BRĂTIANU"" SATU MARE","Liceu",136492,"SATU MARE","SM"
"3061101225","LICEUL TEHNOLOGIC ""UNIO-TRAIAN VUIA"" SATU MARE","Liceu",136492,"SATU MARE","SM"
"3061101876","LICEUL TEHNOLOGIC ""PETRU CUPCEA"" SUPURU DE JOS","Liceu",138930,"SUPURU DE JOS","SM"
"3061101659","LICEUL TEHNOLOGIC TĂȘNAD","Liceu",136651,"TĂŞNAD","SM"
"3061102434","LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" TURȚ","Liceu",139189,"TURŢ","SM"
"3361103358","LICEUL TEHNOLOGIC SPECIAL BIVOLARIE","Liceu",151111,"BIVOLĂRIA","SV"
"3361103313","LICEUL TEHNOLOGIC ""NICOLAI NANU"" BROȘTENI","Liceu",147367,"BROŞTENI","SV"
"3361108101","LICEUL TEHNOLOGIC ”ȘTEFAN CEL MARE” CAJVANA","Liceu",147642,"CAJVANA","SV"
"3361102805","COLEGIUL SILVIC ""BUCOVINA"" CÂMPULUNG MOLDOVENESC","Colegiu",146511,"CÂMPULUNG MOLDOVENESC","SV"
"3361102624","LICEUL TEHNOLOGIC NR. 1 CÂMPULUNG MOLDOVENESC","Liceu",146511,"CÂMPULUNG MOLDOVENESC","SV"
"3361102909","ȘCOALA PROFESIONALĂ SPECIALĂ CÂMPULUNG MOLDOVENESC","Școală profesională / Învățământ dual",146511,"CÂMPULUNG MOLDOVENESC","SV"
"3361103783","LICEUL TEHNOLOGIC ""OLTEA DOAMNA"" DOLHASCA","Liceu",148015,"DOLHASCA","SV"
"3361102832","LICEUL TEHNOLOGIC DORNA CANDRENILOR","Liceu",148211,"DORNA CANDRENILOR","SV"
"3361100224","LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" DUMBRĂVENI","Liceu",148435,"DUMBRĂVENI","SV"
"3361103842","COLEGIUL TEHNIC ""MIHAI BĂCESCU"" FĂLTICENI","Colegiu",146548,"FĂLTICENI","SV"
"3361107882","COLEGIUL ""VASILE LOVINESCU"" FĂLTICENI","Colegiu",146548,"FĂLTICENI","SV"
"3361103774","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ""SF. ANDREI"" GURA HUMORULUI","Centru de Educație Incluzivă",146593,"GURA HUMORULUI","SV"
"3361103946","COLEGIUL ""ALEXANDRU CEL BUN"" GURA HUMORULUI","Colegiu",146593,"GURA HUMORULUI","SV"
"3361107923","LICEUL TEHNOLOGIC ""IORGU VÎRNAV LITEANU"" LITENI","Liceu",149236,"LITENI","SV"
"3361103019","LICEUL TEHNOLOGIC ""VASILE GHERASIM"" MARGINEA","Liceu",149307,"MARGINEA","SV"
"3361107995","LICEUL TEHNOLOGIC ""VASILE COCEA"" MOLDOVIȚA","Liceu",149548,"MOLDOVIŢA","SV"
"3361103806","LICEUL TEHNOLOGIC ""NICANOR MOROȘAN"" PÂRTESTII DE JOS","Liceu",149799,"PÂRTEŞTII DE JOS","SV"
"3361102945","COLEGIUL ""ANDRONIC MOTRESCU"" RĂDĂUȚI","Colegiu",146637,"RĂDĂUŢI","SV"
"3361103218","COLEGIUL TEHNIC RĂDĂUȚI","Colegiu",146637,"RĂDĂUŢI","SV"
"3361108128","COLEGIUL TEHNIC ""LAȚCU VODĂ"" SIRET","Colegiu",146664,"SIRET","SV"
"3361103186","LICEUL TEHNOLOGIC ""TOMȘA VODĂ"" SOLCA","Liceu",146717,"SOLCA","SV"
"3361102791","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ SUCEAVA","Centru de Educație Incluzivă",146272,"SUCEAVA","SV"
"3361104056","COLEGIUL ECONOMIC ""DIMITRIE CANTEMIR"" SUCEAVA","Colegiu",146272,"SUCEAVA","SV"
"3361102859","COLEGIUL TEHNIC ""ALEXANDRU IOAN CUZA"" SUCEAVA","Colegiu",146272,"SUCEAVA","SV"
"3361108286","COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ SUCEAVA","Colegiu",146272,"SUCEAVA","SV"
"3361102728","COLEGIUL TEHNIC ""PETRU MUȘAT"" SUCEAVA","Colegiu",146272,"SUCEAVA","SV"
"3361104169","COLEGIUL TEHNIC ""SAMUIL ISOPESCU"" SUCEAVA","Colegiu",146272,"SUCEAVA","SV"
"3361100138","LICEUL TEHNOLOGIC ""VASILE DEAC"" VATRA DORNEI","Liceu",146753,"VATRA DORNEI","SV"
"3361103426","LICEUL TEHNOLOGIC ""ION NISTOR"" VICOVU DE SUS","Liceu",151102,"VICOVU DE SUS","SV"
"3661101528","LICEUL ""DIMITRIE CANTEMIR"" BABADAG","Liceu",159669,"BABADAG","TL"
"3661100857","LICEUL TEORETIC ""CONSTANTIN BRĂTESCU"" ISACCEA","Liceu",159696,"ISACCEA","TL"
"3661100088","LICEUL TEHNOLOGIC ""SIMION LEONESCU"" LUNCAVIŢA","Liceu",160699,"LUNCAVIŢA","TL"
"3661100495","ȘCOALA PROFESIONALĂ ""VASILE BACALU"" MAHMUDIA","Școală profesională / Învățământ dual",160733,"MAHMUDIA","TL"
"3661101564","LICEUL TEHNOLOGIC MĂCIN","Liceu",159749,"MĂCIN","TL"
"3661100848","LICEUL TEHNOLOGIC TOPOLOG","Liceu",161393,"TOPOLOG","TL"
"3661100382","COLEGIUL ECONOMIC ""DELTA DUNĂRII"" TULCEA","Colegiu",159623,"TULCEA","TL"
"3661100613","LICEUL TEHNOLOGIC AGRICOL ""NICOLAE CORNĂȚEANU"" TULCEA","Liceu",159623,"TULCEA","TL"
"3661100423","LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" TULCEA","Liceu",159623,"TULCEA","TL"
"3661101537","LICEUL TEHNOLOGIC ""BRAD SEGAL"" TULCEA","Liceu",159623,"TULCEA","TL"
"3661100726","LICEUL TEHNOLOGIC ""HENRI COANDĂ"" TULCEA","Liceu",159623,"TULCEA","TL"
"3661100052","LICEUL TEHNOLOGIC ""ION MINCU"" TULCEA","Liceu",159623,"TULCEA","TL"
"3661100337","ȘCOALA PROFESIONALĂ ""DANUBIUS"" TULCEA","Școală profesională / Învățământ dual",159623,"TULCEA","TL"
"3561101787","LICEUL TEHNOLOGIC ""PETRE MITROI"" BILED","Liceu",155920,"BILED","TM"
"3561101516","ȘCOALA PROFESIONALĂ SPECIALĂ BUZIAȘ","Școală profesională / Învățământ dual",155412,"BUZIAŞ","TM"
"3561100673","LICEUL TEORETIC ""ALEXANDRU MOCIONI"" CIACOVA","Liceu",156366,"CIACOVA","TM"
"3561106227","LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA","Liceu",155467,"DETA","TM"
"3561101475","LICEUL TEORETIC ""SFINȚII KIRIL ȘI METODII"" DUDEȘTII VECHI","Liceu",156721,"DUDEŞTII VECHI","TM"
"3561106498","LICEUL TEORETIC ""TRAIAN VUIA"" FĂGET","Liceu",156810,"FĂGET","TM"
"3561100863","LICEUL TEORETIC ""DAVID VONIGA"" GIROC","Liceu",155323,"GIROC","TM"
"3561101077","LICEUL TEHNOLOGIC JIMBOLIA","Liceu",155500,"JIMBOLIA","TM"
"3561100786","LICEUL TEHNOLOGIC ""ROMULUS PARASCHIVOIU"" LOVRIN","Liceu",157549,"LOVRIN","TM"
"3561100809","LICEUL TEHNOLOGIC ""AUREL VLAICU"" LUGOJ","Liceu",155369,"LUGOJ","TM"
"3561100777","LICEUL TEHNOLOGIC ""VALERIU BRANIȘTE"" LUGOJ","Liceu",155369,"LUGOJ","TM"
"3561106263","LICEUL TEHNOLOGIC ""TRAIAN GROZĂVESCU"" NĂDRAG","Liceu",157905,"NĂDRAG","TM"
"3561106376","LICEUL TEHNOLOGIC ""CRISTOFOR NAKO"" SÂNNICOLAU MARE","Liceu",155537,"SÂNNICOLAU MARE","TM"
"3561101086","COLEGIUL ECONOMIC ""FRANCESCO SAVERIO NITTI"" TIMIȘOARA","Colegiu",155252,"TIMIŞOARA","TM"
"3561106349","COLEGIUL TEHNIC ""EMANUIL UNGUREANU"" TIMIȘOARA","Colegiu",155252,"TIMIŞOARA","TM"
"3561101109","COLEGIUL TEHNIC ""HENRI COANDĂ"" TIMIȘOARA","Colegiu",155252,"TIMIŞOARA","TM"
"3561100958","LICEUL TEHNOLOGIC ""AZUR"" TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3561101457","LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3561102051","LICEUL TEHNOLOGIC DE SILVICULTURĂ ȘI AGRICULTURĂ ""CASA VERDE"" TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3561102087","LICEUL TEHNOLOGIC DE VEST TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3561102232","LICEUL TEHNOLOGIC ”ELECTROTIMIȘ” TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3561102146","LICEUL TEHNOLOGIC ENERGETIC ""REGELE FERDINAND I "" TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3561102078","LICEUL TEHNOLOGIC ""ION.I.C.BRĂTIANU"" TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3561101534","LICEUL TEHNOLOGIC SPECIAL ""GHEORGHE ATANASIU"" TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3561100022","LICEUL TEHNOLOGIC TRANSPORTURI AUTO TIMIȘOARA","Liceu",155252,"TIMIŞOARA","TM"
"3461103872","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ALEXANDRIA","Centru de Educație Incluzivă",151807,"ALEXANDRIA","TR"
"3461100091","LICEUL TEHNOLOGIC ""NICOLAE BĂLCESCU"" ALEXANDRIA","Liceu tehnologic / Școală profesională",151807,"ALEXANDRIA","TR"
"3461100462","LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA","Liceu tehnologic / Școală profesională",151807,"ALEXANDRIA","TR"
"3461101368","LICEUL TEHNOLOGIC ""ANDREI ȘAGUNA"" BOTOROAGA","Liceu",152181,"BOTOROAGA","TR"
"3461100584","LICEUL TEHNOLOGIC DRĂGĂNEȘTI-VLAȘCA","Liceu tehnologic / Școală profesională",152911,"DRĂGĂNEŞTI-VLAŞCA","TR"
"3461100037","LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" ROȘIORI DE VEDE","Liceu",151889,"ROSIORI DE VEDE","TR"
"3461101029","LICEUL TEHNOLOGIC ""GENERAL DAVID PRAPORGESCU"" TURNU MĂGURELE","Liceu",151692,"TURNU MĂGURELE","TR"
"3461103795","LICEUL TEHNOLOGIC ""SF. HARALAMBIE"" TURNU MĂGURELE","Liceu tehnologic / Școală profesională",151692,"TURNU MĂGURELE","TR"
"3861100931","LICEUL GEORGE TARNEA, ORAS BABENI","Liceu",168381,"BĂBENI","VL"
"3861105131","LICEUL TEHNOLOGIC PETRACHE POENARU, ORAS BALCESTI","Liceu tehnologic / Școală profesională",168461,"BĂLCEŞTI","VL"
"3861101204","LICEUL PREDA BUZESCU, ORAS BERBESTI","Liceu",168611,"BERBEŞTI","VL"
"3861105375","SCOALA PROFESIONALA SPECIALA, SAT BISTRITA, COM. COSTESTI","Liceu tehnologic / Școală profesională",169271,"BISTRIŢA","VL"
"3861100949","LICEUL TEORETIC GHEORGHE SURDU, ORAS BREZOI","Liceu",167801,"BREZOI","VL"
"3861105113","LICEUL TEHNOLOGIC DE TURISM, ORAS CALIMANESTI","Liceu",167918,"CĂLIMĂNEŞTI","VL"
"3861100085","LICEUL TEHNOLOGIC BRATIANU, MUN. DRAGASANI","Liceu",167990,"DRĂGĂŞANI","VL"
"3861105054","LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU","Liceu",168050,"HOREZU","VL"
"3861100786","LICEUL TEHNOLOGIC JUSTINIAN MARINA, ORAS BAILE OLANESTI","Liceu tehnologic / Școală profesională",167730,"LIVADIA","VL"
"3861101118","LICEUL TEORETIC, COM. MACIUCA","Liceu",171110,"OVESELU","VL"
"3861100881","SCOALA PROFESIONALA, COM. PERISANI","Liceu tehnologic / Școală profesională",172162,"PERIŞANI","VL"
"3861101023","LICEUL TEHNOLOGIC, ORAS BAILE GOVORA","Liceu",167678,"PRAJILA","VL"
"3861100827","COLEGIUL ECONOMIC, MUN. RM. VALCEA","Colegiu",167482,"RÂMNICU VÂLCEA","VL"
"3861100578","COLEGIUL ENERGETIC, MUN. RM. VALCEA","Colegiu",167482,"RÂMNICU VÂLCEA","VL"
"3861100682","LICEUL TEHNOLOGIC CAPITAN NICOLAE PLESOIANU, MUN. RM. VALCEA","Liceu",167482,"RÂMNICU VÂLCEA","VL"
"3861100601","LICEUL TEHNOLOGIC FERDINAND I, MUN. RM. VALCEA","Liceu tehnologic / Școală profesională",167482,"RÂMNICU VÂLCEA","VL"
"3861100976","LICEUL TEHNOLOGIC FORESTIER, MUN. RM. VALCEA","Liceu",167482,"RÂMNICU VÂLCEA","VL"
"3861100994","LICEUL TEHNOLOGIC GENERAL MAGHERU, MUN. RM. VALCEA","Liceu",167482,"RÂMNICU VÂLCEA","VL"
"3961100147","COLEGIUL TEHNIC ""GHEORGHE BALS"" ADJUD","Școală profesională / Învățământ dual",174879,"ADJUD","VN"
"3961100676","LICEUL TEORETIC ""GRIGORE GHEBA"" DUMITRESTI","Liceu",175992,"DUMITREŞTI","VN"
"3961100812","CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA ""ELENA DOAMNA"" FOCSANI","Centru de Educație Incluzivă",174753,"FOCŞANI","VN"
"3961100839","COLEGIUL ECONOMIC ""MIHAIL KOGALNICEANU"" FOCSANI","Liceu tehnologic / Școală profesională",174753,"FOCŞANI","VN"
"3961101062","COLEGIUL TEHNIC AUTO ""TRAIAN VUIA"" FOCSANI","Școală postliceală",174753,"FOCŞANI","VN"
"3961100382","COLEGIUL TEHNIC ""EDMOND NICOLAU"" FOCSANI","Liceu tehnologic / Școală profesională",174753,"FOCŞANI","VN"
"3961105265","COLEGIUL TEHNIC ""GHEORGHE ASACHI"" FOCSANI","Colegiu",174753,"FOCŞANI","VN"
"3961100459","COLEGIUL TEHNIC ""ION MINCU"" FOCSANI","Liceu tehnologic / Școală profesională",174753,"FOCŞANI","VN"
"3961100875","COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI","Școală postliceală",174753,"FOCŞANI","VN"
"3961100468","LICEUL TEHNOLOGIC ""G.G. LONGINESCU"" FOCSANI","Liceu tehnologic / Școală profesională",174753,"FOCŞANI","VN"
"3961100735","CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA MAICANESTI","Centru de Educație Incluzivă",176622,"MĂICĂNEŞTI","VN"
"3961100717","LICEUL TEHNOLOGIC ""EREMIA GRIGORESCU"" MARASESTI","Liceu tehnologic / Școală profesională",174931,"MĂRĂŞEŞTI","VN"
"3961100405","CENTRUL SCOLAR PENTRU EDUCATIE INCLUZIVA MIHALCENI","Centru de Educație Incluzivă",175625,"MIHĂLCENI","VN"
"3961100156","LICEUL DE AGRICULTURA SI INDUSTRIE ALIMENTARA ODOBESTI",NA,175028,"ODOBEŞTI","VN"
"3961105351","LICEUL TEHNOLOGIC ""ALEXANDRU IOAN CUZA"" PANCIU","Școală postliceală",175064,"PANCIU","VN"
"3961101053","LICEUL ""SIMION MEHEDINTI"" VIDRA","Școală postliceală",178386,"VIDRA","VN"
"3761104154","LICEUL TEHNOLOGIC ""ALEXANDRU IOAN CUZA"", MUN. BÂRLAD","Liceu",161801,"BÂRLAD","VS"
"3761104398","LICEUL TEHNOLOGIC ""PETRU RAREȘ"", MUN. BÂRLAD","Liceu tehnologic / Școală profesională",161801,"BÂRLAD","VS"
"3761105223","LICEUL ""ȘTEFAN CEL MARE"", SAT CODĂEȘTI","Liceu",163011,"CODĂEŞTI","VS"
"3761104493","LICEUL TEHNOLOGIC ""DIMITRIE CANTEMIR"", SAT FĂLCIU","Liceu tehnologic / Școală profesională",163841,"FĂLCIU","VS"
"3761100123","COLEGIUL AGRICOL ""DIMITRIE CANTEMIR"", MUN. HUŞI","Liceu tehnologic / Școală profesională",161838,"HUŞI","VS"
"3761107537","LICEUL TEHNOLOGIC ""IOAN CORIVAN"", MUN. HUŞI","Liceu tehnologic / Școală profesională",161838,"HUŞI","VS"
"3761104213","SEMINARUL TEOLOGIC ORTODOX ""SF. IOAN GURĂ DE AUR"", MUN. HUȘI","Liceu",161838,"HUŞI","VS"
"3761104552","ŞCOALA PROFESIONALĂ SPECIALĂ ""SFÂNTA ECATERINA"", MUN. HUŞI","Liceu tehnologic / Școală profesională",161838,"HUŞI","VS"
"3761104507","LICEUL TEHNOLOGIC ""GHENUȚĂ COMAN"", ORAȘ MURGENI","Liceu tehnologic / Școală profesională",164990,"MURGENI","VS"
"3761105173","LICEUL TEHNOLOGIC ""NICOLAE IORGA"", ORAȘ NEGREȘTI","Liceu tehnologic / Școală profesională",161865,"NEGREŞTI","VS"
"3761107501","LICEUL TEHNOLOGIC, SAT PUIEȘTI","Liceu tehnologic / Școală profesională",165489,"PUIEŞTI","VS"
"3761100132","COLEGIUL ECONOMIC ""ANGHEL RUGINĂ"", MUN. VASLUI","Colegiu",161954,"VASLUI","VS"
"3761104371","LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI","Liceu",161954,"VASLUI","VS"
"3761100141","LICEUL TEHNOLOGIC ""ION MINCU"", MUN. VASLUI","Liceu tehnologic / Școală profesională",161954,"VASLUI","VS"
"3761104525","LICEUL TEHNOLOGIC ""PETRU RAREȘ"", SAT VETRIȘOAIA","Liceu tehnologic / Școală profesională",166681,"VETRIŞOAIA","VS"
"3761104403","LICEUL TEHNOLOGIC, SAT VLADIA","Liceu tehnologic / Școală profesională",163609,"VLADIA","VS"
"3761104276","ȘCOALA GIMNAZIALĂ NR. 1, SAT VUTCANI","Școală gimnazială",167044,"VUTCANI","VS"
"3761104412","LICEUL TEHNOLOGIC ""MARCEL GUGUIANU"", SAT ZORLENI","Liceu",167188,"ZORLENI","VS"
