"SIIIR","Denumire","Categorie","SIRUTA","Localitate","Judet"
"0561100251","LICEUL TEORETIC ""HORVATH JANOS"" MARGHITA","Liceu",26886,"MARGHITA","BH"
"0561100079","COLEGIUL ECONOMIC ""PARTENIE COSMA"" ORADEA","Liceu tehnologic / Școală profesională",26573,"ORADEA","BH"
"0561108589","COLEGIUL TEHNIC ""MIHAI VITEAZUL"" ORADEA","Colegiu",26573,"ORADEA","BH"
"0561100043","COLEGIUL TEHNIC ""TRAIAN VUIA"" ORADEA","Colegiu",26573,"ORADEA","BH"
"0561108458","LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" ORADEA","Liceu",26573,"ORADEA","BH"
"0561100762","LICEUL TEHNOLOGIC SANITAR ""VASILE VOICULESCU"" ORADEA","Liceu",26573,"ORADEA","BH"
"0561101148","LICEUL TEOLOGIC PENTICOSTAL ""BETEL"" ORADEA","Liceu",26573,"ORADEA","BH"
"0561101822","COLEGIUL NAȚIONAL ""TEODOR NEȘ"" SALONTA","Colegiu",26984,"SALONTA","BH"
"0561100803","LICEUL TEHNOLOGIC NR.1 SALONTA","Liceu tehnologic / Școală profesională",26984,"SALONTA","BH"
"0561100215","ȘCOALA GIMNAZIALĂ ""TOLDY"" SÂNNICOLAU DE MUNTE","Școală gimnazială",30979,"SÂNNICOLAU DE MUNTE","BH"
"0561108621","LICEUL TEHNOLOGIC NR.1 SUPLACU DE BARCĂU","Liceu tehnologic / Școală profesională",31271,"SUPLACU DE BARCĂU","BH"
"0561101763","COLEGIUL NAȚIONAL ""AVRAM IANCU"" ȘTEI","Colegiu",26859,"ŞTEI","BH"
"0561100224","LICEUL TEHNOLOGIC ""UNIREA"" ȘTEI","Liceu",26859,"ŞTEI","BH"
"0561100097","LICEUL TEHNOLOGIC NR.1 ŞUNCUIUŞ","Liceu tehnologic / Școală profesională",31529,"ŞUNCUIUŞ","BH"
"0561101695","COLEGIUL TEHNIC NR.1 VADU CRIŞULUI","Colegiu",31985,"VADU CRIŞULUI","BH"
"0561101591","LICEUL TEHNOLOGIC NR.1 VALEA LUI MIHAI","Liceu",32036,"VALEA LUI MIHAI","BH"
"0661100702","LICEUL TEORETIC SANITAR BISTRIȚA","Liceu",32401,"BISTRIŢA","BN"
"0661103664","LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MAIERU","Liceu tehnologic / Școală profesională",33630,"MAIERU","BN"
"0961102482","COLEGIUL ECONOMIC ""ION GHICA""","Colegiu",42691,"BRĂILA","BR"
"0961101617","COLEGIUL NAŢIONAL ""ANA ASLAN""","Colegiu",42691,"BRĂILA","BR"
"0961102577","COLEGIUL TEHNIC ""COSTIN D. NENIŢESCU""","Colegiu",42691,"BRĂILA","BR"
"0961100159","LICEUL TEHNOLOGIC ""ANGHEL SALIGNY""","Liceu tehnologic / Școală profesională",42691,"BRĂILA","BR"
"0961102179","LICEUL TEHNOLOGIC ""EDMOND NICOLAU"" BRĂILA","Liceu tehnologic / Școală profesională",42691,"BRĂILA","BR"
"0961101983","LICEUL TEHNOLOGIC ""GHEORGHE K.CONSTANTINESCU""","Liceu tehnologic / Școală profesională",42691,"BRĂILA","BR"
"0961101662","LICEUL TEHNOLOGIC ""GRIGORE MOISIL""","Liceu tehnologic / Școală profesională",42691,"BRĂILA","BR"
"0961101947","LICEUL TEHNOLOGIC ""PANAIT ISTRATI"" BRĂILA","Liceu tehnologic / Școală profesională",42691,"BRĂILA","BR"
"0761100031","COLEGIUL ECONOMIC ""OCTAV ONICESCU"" BOTOSANI","Colegiu",35740,"BOTOŞANI","BT"
"0761105054","LICEUL ""ALEXANDRU CEL BUN’’ BOTOSANI","Liceu",35740,"BOTOŞANI","BT"
"0861101026","Colegiul de Științe ale Naturii 'Emil Racoviță' Brașov","Colegiu",40205,"BRAŞOV","BV"
"0861101695","Colegiul de Științe 'Grigore Antipa' Brașov","Colegiu",40205,"BRAŞOV","BV"
"0861100979","Colegiul Național Economic 'Andrei Bârseanu' Brașov","Colegiu",40205,"BRAŞOV","BV"
"0861100735","Colegiul Tehnic de Transporturi Brașov","Liceu tehnologic / Școală profesională",40205,"BRAŞOV","BV"
"0861100581","Colegiul Tehnic Energetic 'Remus Răduleț' Brașov","Colegiu",40205,"BRAŞOV","BV"
"0861101953","Colegiul Tehnic 'Maria Baiulescu' Brașov","Colegiu",40205,"BRAŞOV","BV"
"0861101831","Colegiul Tehnic 'Mircea Cristea' Brașov","Colegiu",40205,"BRAŞOV","BV"
"0861100495","Colegiul Tehnic 'Transilvania' Brașov","Liceu tehnologic / Școală profesională",40205,"BRAŞOV","BV"
"0861100866","Liceul Tehnologic Silvic 'Dr. Nicolae Rucăreanu' Brașov","Liceu",40205,"BRAŞOV","BV"
"0861101338","Colegiul Tehnic 'Simion Mehedinți' Codlea","Liceu tehnologic / Școală profesională",40250,"CODLEA","BV"
"0861101103","Colegiul 'Aurel Vijoli' Făgăraș","Colegiu",40287,"FĂGĂRAŞ","BV"
"0861100527","Liceul Tehnologic 'Dr. Ioan Șenchea' Făgăraș","Colegiu",40287,"FĂGĂRAŞ","BV"
"0861101591","Liceul Teoretic 'Mihail Săulescu' Predeal","Liceu",40312,"PREDEAL","BV"
"0861100893","Colegiul pentru Agricultură și Industrie Alimentară 'Țara Bârsei' Prejmer","Colegiu",41676,"PREJMER","BV"
"0861100821","Liceul Tehnologic Râșnov","Liceu tehnologic / Școală profesională",40376,"RÂŞNOV","BV"
"0861101632","Liceul 'Șt.O.Iosif' Rupea","Liceu tehnologic / Școală profesională",40401,"RUPEA","BV"
"0861101148","Liceul Tehnologic 'Victor Jinga' Săcele","Școală postliceală",40447,"SĂCELE","BV"
"0861100545","Colegiul Tehnic 'Dr. Alexandru Bărbat' Victoria","Liceu tehnologic / Școală profesională",40474,"VICTORIA","BV"
"0861101799","Liceul Tehnologic 'Malaxa' Zărnești","Liceu tehnologic / Școală profesională",40508,"ZĂRNEŞTI","BV"
"1061103553","LICEUL AGRICOL ""Dr. C. ANGELESCU"" MUNICIPIUL BUZĂU","Liceu tehnologic / Școală profesională",44827,"BUZĂU","BZ"
"1061104518","LICEUL TEHNIC MUNICIPIUL BUZĂU","Liceu tehnologic / Școală profesională",44827,"BUZĂU","BZ"
"1061104812","LICEUL TEHNOLOGIC DE MESERII ȘI SERVICII MUNICIPIUL BUZĂU","Liceu tehnologic / Școală profesională",44827,"BUZĂU","BZ"
"1061106633","LICEUL TEHNOLOGIC ""DIMITRIE FILIPESCU"" MUNICIPIUL BUZĂU","Liceu tehnologic / Școală profesională",44827,"BUZĂU","BZ"
"1061104536","ŞCOALA POSTLICEALĂ SANITARA DE STAT MUNICIPIUL BUZĂU","Școală postliceală",44827,"BUZĂU","BZ"
"1061104572","LICEUL TEHNOLOGIC, SAT MĂRGĂRIŢI COMUNA BECENI","Liceu tehnologic / Școală profesională",45085,"MĂRGĂRIŢI","BZ"
"1061104165","LICEUL TEHNOLOGIC ORAŞ PĂTÂRLAGELE","Liceu",48334,"PĂTÂRLAGELE","BZ"
"1061104875","LICEUL TEHNOLOGIC ""I. A. RĂDULESCU POGONEANU"" ORAŞ POGOANELE","Liceu tehnologic / Școală profesională",48753,"POGOANELE","BZ"
"1061104364","LICEUL TEHNOLOGIC ""VICTOR FRUNZĂ"" MUNICIPIUL RÎMNICU SĂRAT","Liceu tehnologic / Școală profesională",44854,"RÂMNICU SĂRAT","BZ"
"1261102938","ȘCOALA GIMNAZIALĂ BUZA, COM. BUZA","Școală gimnazială",56336,"BUZA","CJ"
"1261103491","COLEGIUL TEHNIC ""VICTOR UNGUREANU"" CÂMPIA TURZII","Colegiu",55366,"CÂMPIA TURZII","CJ"
"1261102825","COLEGIUL DE SERVICII ÎN TURISM ""NAPOCA"" CLUJ-NAPOCA","Școală postliceală",54984,"CLUJ-NAPOCA","CJ"
"1261103197","COLEGIUL ECONOMIC ""IULIAN POP"" CLUJ-NAPOCA","Liceu tehnologic / Școală profesională",54984,"CLUJ-NAPOCA","CJ"
"1261102635","COLEGIUL TEHNIC ""ANA ASLAN"" CLUJ-NAPOCA","Școală postliceală",54984,"CLUJ-NAPOCA","CJ"
"1261103274","COLEGIUL TEHNIC ""ANGHEL SALIGNY"" CLUJ-NAPOCA","Școală postliceală",54984,"CLUJ-NAPOCA","CJ"
"1261103975","COLEGIUL TEHNIC DE COMUNICAȚII ""AUGUSTIN MAIOR"" CLUJ-NAPOCA","Colegiu",54984,"CLUJ-NAPOCA","CJ"
"1261103256","COLEGIUL TEHNIC DE TRANSPORTURI ""TRANSILVANIA"" CLUJ-NAPOCA","Liceu tehnologic / Școală profesională",54984,"CLUJ-NAPOCA","CJ"
"1261104596","COLEGIUL TEHNIC ENERGETIC CLUJ-NAPOCA","Școală postliceală",54984,"CLUJ-NAPOCA","CJ"
"1261100244","COLEGIUL TEHNIC ""RALUCA RIPAN"" CLUJ-NAPOCA","Școală postliceală",54984,"CLUJ-NAPOCA","CJ"
"1261103595","LICEUL SPECIAL PENTRU DEFICIENȚI DE VEDERE CLUJ-NAPOCA","Liceu",54984,"CLUJ-NAPOCA","CJ"
"1261102291","LICEUL TEHNOLOGIC ""ALEXANDRU BORZA"" CLUJ-NAPOCA","Școală postliceală",54984,"CLUJ-NAPOCA","CJ"
"1261103003","LICEUL TEHNOLOGIC ""AUREL VLAICU"" CLUJ-NAPOCA","Liceu tehnologic / Școală profesională",54984,"CLUJ-NAPOCA","CJ"
"1261105041","LICEUL TEHNOLOGIC NR. 1 CLUJ-NAPOCA","Liceu tehnologic / Școală profesională",54984,"CLUJ-NAPOCA","CJ"
"1261102902","LICEUL TEHNOLOGIC SPECIAL PENTRU DEFICIENȚI DE AUZ CLUJ-NAPOCA","Liceu tehnologic / Școală profesională",54984,"CLUJ-NAPOCA","CJ"
"1261103401","LICEUL TEOLOGIC BAPTIST ""EMANUEL"" CLUJ-NAPOCA","Liceu",54984,"CLUJ-NAPOCA","CJ"
"1261104836","LICEUL TEOLOGIC REFORMAT CLUJ-NAPOCA","Liceu",54984,"CLUJ-NAPOCA","CJ"
"1261104759","LICEUL TEORETIC ""APACZAI CSERE JANOS"" CLUJ-NAPOCA","Liceu",54984,"CLUJ-NAPOCA","CJ"
"1261103609","LICEUL TEORETIC ""MIHAI EMINESCU"" CLUJ-NAPOCA","Liceu",54984,"CLUJ-NAPOCA","CJ"
"1261102816","LICEUL TEORETIC ""VICTOR BABEȘ"" CLUJ-NAPOCA","Liceu",54984,"CLUJ-NAPOCA","CJ"
"1261100045","ȘCOALA PROFESIONALĂ SPECIALĂ ""SAMUS"" CLUJ - NAPOCA","Liceu tehnologic / Școală profesională",54984,"CLUJ-NAPOCA","CJ"
"1261105032","LICEUL TEHNOLOGIC ""CONSTANTIN BRÂNCUȘI"" DEJ","Liceu",55017,"DEJ","CJ"
"1261104818","LICEUL TEHNOLOGIC ""SOMEȘ"" DEJ","Școală postliceală",55017,"DEJ","CJ"
"1261102395","LICEUL TEHNOLOGIC GHERLA","Liceu tehnologic / Școală profesională",55393,"GHERLA","CJ"
"1261104578","LICEUL TEORETIC ""ANA IPĂTESCU"" GHERLA","Liceu",55393,"GHERLA","CJ"
"1261102929","LICEUL TEORETIC ""GELU VOIEVOD"" GILĂU","Liceu",57911,"GILĂU","CJ"
"1261103039","LICEUL TEHNOLOGIC ""VLĂDEASA"" HUEDIN","Școală postliceală",55455,"HUEDIN","CJ"
"1261104913","LICEUL TEORETIC ""OCTAVIAN GOGA"" HUEDIN","Liceu",55455,"HUEDIN","CJ"
"1261102341","COLEGIUL ""EMIL NEGRUȚIU"" TURDA","Colegiu",55268,"TURDA","CJ"
"1261103116","COLEGIUL TEHNIC TURDA","Colegiu",55268,"TURDA","CJ"
"5161103555","LICEUL ""DANUBIUS"" CALARASI","Liceu",92578,"CĂLĂRAŞI","CL"
"5161100986","LICEUL PEDAGOGIC ""STEFAN BANULESCU"" CALARASI","Liceu",92578,"CĂLĂRAŞI","CL"
"5161100674","LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO CALARASI","Liceu",92578,"CĂLĂRAŞI","CL"
"5161100914","LICEUL TEHNOLOGIC ""SANDU ALDEA"" CALARASI","Liceu",92578,"CĂLĂRAŞI","CL"
"5161100819","SCOALA POSTLICEALA SANITARA ""POMPEI SAMARIAN"" CALARASI","Școală postliceală",92578,"CĂLĂRAŞI","CL"
"1161103954","LICEUL „MATHIAS HAMMER“ ANINA","Liceu",50898,"ANINA","CS"
"1161104376","LICEUL ""HERCULES"" BAILE HERCULANE","Liceu",50932,"BĂILE HERCULANE","CS"
"1161103289","LICEUL TEHNOLOGIC ""CONSTANTIN LUCACI"" BOCŞA","Liceu",50978,"BOCŞA","CS"
"1161103633","LICEUL TEHNOLOGIC ""DACIA"" CARANSEBEŞ","Liceu",51029,"CARANSEBEŞ","CS"
"1161104037","LICEUL TEHNOLOGIC ""DECEBAL"" CARANSEBEŞ","Liceu",51029,"CARANSEBEŞ","CS"
"1161100101","LICEUL TEHNOLOGIC ""TRANDAFIR COCÂRLĂ"" CARANSEBEŞ","Liceu",51029,"CARANSEBEŞ","CS"
"1161104254","SEMINARUL TEOLOGIC ORTODOX ""EPISCOP IOAN POPASU"" CARANSEBEŞ","Liceu",51029,"CARANSEBEŞ","CS"
"1161103841","LICEUL TEORETIC BILINGV ROMÂNO-CROAT CARAŞOVA","Liceu",51813,"CARAŞOVA","CS"
"1161104245","LICEUL TEHNOLOGIC „NICOLAE STOICA DE HAŢEG“ MEHADIA","Liceu tehnologic / Școală profesională",53283,"MEHADIA","CS"
"1161103764","LICEUL TEHNOLOGIC ""CLISURA DUNĂRII"" MOLDOVA NOUĂ","Liceu",51065,"MOLDOVA NOUĂ","CS"
"1161103746","LICEUL TEHNOLOGIC „MIHAI NOVAC“ ORAVIŢA","Liceu tehnologic / Școală profesională",51127,"ORAVIŢA","CS"
"1161103728","LICEUL TEORETIC ""GENERAL DRAGALINA"" ORAVIȚA","Liceu",51127,"ORAVIŢA","CS"
"1161103687","LICEUL BĂNĂŢEAN OŢELU ROŞU","Liceu",51216,"OŢELU ROŞU","CS"
"1161103262","COLEGIUL ECONOMIC AL BANATULUI MONTAN REŞIŢA","Colegiu",50807,"REŞIŢA","CS"
"1161103488","COLEGIUL NAŢIONAL „MIRCEA ELIADE“ REŞIŢA","Colegiu",50807,"REŞIŢA","CS"
"1161104272","COLEGIUL NAŢIONAL „TRAIAN LALESCU“ REŞIŢA","Colegiu",50807,"REŞIŢA","CS"
"1161104313","COLEGIUL TEHNIC REŞIŢA","Colegiu",50807,"REŞIŢA","CS"
"1161103877","LICEUL TEHNOLOGIC „SF.DIMITRIE“ TEREGOVA","Liceu",54289,"TEREGOVA","CS"
"1361100446","LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA","Liceu tehnologic / Școală profesională",60428,"CONSTANŢA","CT"
"1361100862","LICEUL ENERGETIC CONSTANȚA","Liceu",60428,"CONSTANŢA","CT"
"1361101705","LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA","Școală postliceală",60428,"CONSTANŢA","CT"
"1361104952","LICEUL TEHNOLOGIC DE ELECTROTEHNICĂ ŞI TELECOMUNICAŢII CONSTANŢA","Liceu tehnologic / Școală profesională",60428,"CONSTANŢA","CT"
"1361100699","LICEUL TEHNOLOGIC ’PONTICA’ CONSTANŢA","Liceu",60428,"CONSTANŢA","CT"
"1361101922","LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA","Liceu tehnologic / Școală profesională",60428,"CONSTANŢA","CT"
"1361105338","LICEUL TEORETIC ’GEORGE EMIL PALADE’ CONSTANŢA","Liceu",60428,"CONSTANŢA","CT"
"1361105763","ȘCOALA MILITARĂ DE MAIȘTRI MILITARI A FORȚELOR NAVALE ”AMIRAL ION MURGESCU” CONSTANȚA","Școală postliceală",60428,"CONSTANŢA","CT"
"1361100125","COLEGIUL ECONOMIC MANGALIA","Liceu tehnologic / Școală profesională",60491,"MANGALIA","CT"
"1361105469","LICEUL TEHNOLOGIC ’ION BĂNESCU’ MANGALIA","Liceu tehnologic / Școală profesională",60491,"MANGALIA","CT"
"1361100912","LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA","Liceu tehnologic / Școală profesională",60856,"MEDGIDIA","CT"
"1361100636","LICEUL TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI","Liceu tehnologic / Școală profesională",60516,"NĂVODARI","CT"
"1461100761","Liceul Tehnologic ""Baróti Szabó Dávid"" Baraolt","Liceu tehnologic / Școală profesională",63456,"BARAOLT","CV"
"1461100779","Liceul Economic ""Berde Áron"" Sfântu Gheorghe","Liceu tehnologic / Școală profesională",63401,"SFÂNTU GHEORGHE","CV"
"1461100797","Liceul Tehnologic ""Constantin Brâncuși"" Sfântu Gheorghe","Liceu",63401,"SFÂNTU GHEORGHE","CV"
"1461100494","Liceul Tehnologic ""Puskás Tivadar"" Sfântu Gheorghe","Liceu tehnologic / Școală profesională",63401,"SFÂNTU GHEORGHE","CV"
"1461100381","Liceul Pedagogic ""Bod Péter"" Târgu Secuiesc","Liceu",63759,"TÂRGU SECUIESC","CV"
"1461100422","Liceul Tehnologic ""Apor Péter"" Târgu Secuiesc","Liceu",63759,"TÂRGU SECUIESC","CV"
"1461100693","Liceul Tehnologic ""Gábor Áron"" Târgu Secuiesc","Liceu tehnologic / Școală profesională",63759,"TÂRGU SECUIESC","CV"
"1561100289","LICEUL TEHNOLOGIC ”DR.C. ANGELESCU” GĂEȘTI","Liceu tehnologic / Școală profesională",65690,"GĂEŞTI","DB"
"1561101245","LICEUL TEHNOLOGIC NUCET","Liceu tehnologic / Școală profesională",68299,"NUCET","DB"
"1561101584","COLEGIUL ECONOMIC ”ION GHICA” TÂRGOVIȘTE","Colegiu",65351,"TÂRGOVIŞTE","DB"
"1561101168","LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO TÂRGOVIȘTE","Liceu tehnologic / Școală profesională",65351,"TÂRGOVIŞTE","DB"
"1561100018","LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU” TÂRGOVIȘTE","Liceu tehnologic / Școală profesională",65351,"TÂRGOVIŞTE","DB"
"1561100832","LICEUL TEHNOLOGIC ”SPIRU HARET” TÂRGOVIȘTE","Liceu tehnologic / Școală profesională",65351,"TÂRGOVIŞTE","DB"
"1561101625","LICEUL TEHNOLOGIC ”GOGA IONESCU” TITU","Liceu tehnologic / Școală profesională",66090,"TITU","DB"
"1661105528","LICEUL TEORETIC AMARASTII DE JOS","Liceu",70646,"AMĂRĂŞTII DE JOS","DJ"
"1661104907","LICEUL TEHNOLOGIC ""STEFAN ANGHEL"" BAILESTI","Liceu tehnologic / Școală profesională",70325,"BĂILEŞTI","DJ"
"1661105813","LICEUL TEORETIC ""ADRIAN PAUNESCU"" BARCA","Liceu",70959,"BÂRCA","DJ"
"1661105763","SCOALA GIMNAZIALA BISTRET","Școală gimnazială",70904,"BISTREŢ","DJ"
"1661106104","LICEUL TEHNOLOGIC ""PETRE BANITA"" CALARASI","Liceu tehnologic / Școală profesională",71616,"CĂLĂRAŞI","DJ"
"1661104762","LICEUL TEHNOLOGIC ""CONSTANTIN IANCULESCU"" CARCEA","Liceu tehnologic / Școală profesională",71901,"CÂRCEA","DJ"
"1661105876","SCOALA GIMNAZIALA ""INV. M. GEORGESCU"" CELARU","Școală gimnazială",71643,"CELARU","DJ"
"1661105216","LICEUL TEORETIC ""GH. VASILICHI"" CETATE","Liceu",71796,"CETATE","DJ"
"1661104554","COLEGIUL ECONOMIC ""GHEORGHE CHITU"" CRAIOVA","Colegiu",69919,"CRAIOVA","DJ"
"1661101976","LICEUL ""CHARLES LAUGIER"" CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661105071","LICEUL DE INDUSTRIE ALIMENTARA CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661104337","LICEUL ENERGETIC CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661104708","LICEUL ""MATEI BASARAB"" CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661105365","LICEUL TEHNOLOGIC AUTO CRAIOVA","Liceu tehnologic / Școală profesională",69919,"CRAIOVA","DJ"
"1661105347","LICEUL TEHNOLOGIC ""CONSTANTIN BRANCUSI"" CRAIOVA","Liceu tehnologic / Școală profesională",69919,"CRAIOVA","DJ"
"1661104771","LICEUL TEHNOLOGIC ""COSTIN D. NENITESCU"" CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661104477","LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661105478","LICEUL TEHNOLOGIC ""GEORGE BIBESCU"" CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
"1661106027","LICEUL TEHNOLOGIC SPECIAL ""BEETHOVEN"" CRAIOVA","Liceu",69919,"CRAIOVA","DJ"
