"siiir","denumire","categorie","siruta","localitate","judet"
"5161100095","LICEUL TEORETIC ""MIHAI EMINESCU"" CALARASI","Liceu","92578","CĂLĂRAŞI","CL"
"5161100023","LICEUL TEHNOLOGIC ""DUILIU ZAMFIRESCU"" DRAGALINA","Liceu tehnologic / Școală profesională","93496","DRAGALINA","CL"
"5161100041","LICEUL TEHNOLOGIC NR.1 FUNDULEA","Liceu","103041","FUNDULEA","CL"
"5161100032","LICEUL TEHNOLOGIC ""CONSTANTIN GEORGE CALINESCU"" GRADISTEA","Liceu","93673","GRĂDIŞTEA","CL"
"5161100923","LICEUL ""ALEXANDRU ODOBESCU"" LEHLIU GARA","Liceu","93897","LEHLIU-GARĂ","CL"
"5161100109","LICEUL TEHNOLOGIC ""MATEI BASARAB"" MANASTIREA","Liceu tehnologic / Școală profesională","104190","MÂNĂSTIREA","CL"
"5161100543","COLEGIUL NATIONAL ""NEAGOE BASARAB"" OLTENITA","Liceu","100629","OLTENIŢA","CL"
"5161103546","LICEUL TEHNOLOGIC ""ION GHICA"" OLTENITA","Liceu tehnologic / Școală profesională","100629","OLTENIŢA","CL"
"5161100136","LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" OLTENITA","Liceu tehnologic / Școală profesională","100629","OLTENIŢA","CL"
"1161103954","LICEUL „MATHIAS HAMMER“ ANINA","Liceu","50898","ANINA","CS"
"1161104376","LICEUL ""HERCULES"" BAILE HERCULANE","Liceu","50932","BĂILE HERCULANE","CS"
"1161103895","LICEUL TEHNOLOGIC BERZOVIA","Liceu tehnologic / Școală profesională","51519","BERZOVIA","CS"
"1161103791","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ""CHRISTIANA"" BOCŞA","Centru de Educație Incluzivă","50978","BOCŞA","CS"
"1161103289","LICEUL TEHNOLOGIC ""CONSTANTIN LUCACI"" BOCŞA","Liceu","50978","BOCŞA","CS"
"1161104331","LICEUL TEORETIC ""TATA OANCEA"" BOCŞA","Liceu","50978","BOCŞA","CS"
"1161104123","LICEUL TEORETIC „EFTIMIE MURGU“ BOZOVICI","Liceu","51582","BOZOVICI","CS"
"1181104065","CLUB SPORTIV ŞCOLAR CARANSEBEŞ","Club sportiv şcolar","51029","CARANSEBEŞ","CS"
"1161104385","COLEGIUL NAŢIONAL ""C.D. LOGA"" CARANSEBEŞ","Colegiu","51029","CARANSEBEŞ","CS"
"1161103497","COLEGIUL NAŢIONAL ""TRAIAN DODA"" CARANSEBEŞ","Colegiu","51029","CARANSEBEŞ","CS"
"1161103633","LICEUL TEHNOLOGIC ""DACIA"" CARANSEBEŞ","Liceu","51029","CARANSEBEŞ","CS"
"1161104037","LICEUL TEHNOLOGIC ""DECEBAL"" CARANSEBEŞ","Liceu","51029","CARANSEBEŞ","CS"
"1161100101","LICEUL TEHNOLOGIC ""TRANDAFIR COCÂRLĂ"" CARANSEBEŞ","Liceu","51029","CARANSEBEŞ","CS"
"1161104254","SEMINARUL TEOLOGIC ORTODOX ""EPISCOP IOAN POPASU"" CARANSEBEŞ","Liceu","51029","CARANSEBEŞ","CS"
"1161103841","LICEUL TEORETIC BILINGV ROMÂNO-CROAT CARAŞOVA","Liceu","51813","CARAŞOVA","CS"
"1161104245","LICEUL TEHNOLOGIC „NICOLAE STOICA DE HAŢEG“ MEHADIA","Liceu tehnologic / Școală profesională","53283","MEHADIA","CS"
"1161103764","LICEUL TEHNOLOGIC ""CLISURA DUNĂRII"" MOLDOVA NOUĂ","Liceu","51065","MOLDOVA NOUĂ","CS"
"1161103746","LICEUL TEHNOLOGIC „MIHAI NOVAC“ ORAVIŢA","Liceu tehnologic / Școală profesională","51127","ORAVIŢA","CS"
"1161103728","LICEUL TEORETIC ""GENERAL DRAGALINA"" ORAVIȚA","Liceu","51127","ORAVIŢA","CS"
"1161103687","LICEUL BĂNĂŢEAN OŢELU ROŞU","Liceu","51216","OŢELU ROŞU","CS"
"1161103805","LICEUL TEHNOLOGIC „IOSIF CORIOLAN BURACU“ PRIGOR","Liceu","53586","PRIGOR","CS"
"1161103936","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ""AURORA"" REȘIȚA","Centru de Educație Incluzivă","50807","REŞIŢA","CS"
"1161104114","CENTRUL ȘCOLAR DE EDUCAȚIE INCLUZIVĂ ""PRIMĂVARA"" REȘIȚA","Centru de Educație Incluzivă","50807","REŞIŢA","CS"
"1181103584","CLUBUL SPORTIV ȘCOLAR REȘIȚA","Club sportiv şcolar","50807","REŞIŢA","CS"
"1161103262","COLEGIUL ECONOMIC AL BANATULUI MONTAN REŞIŢA","Colegiu","50807","REŞIŢA","CS"
"1161103886","COLEGIUL NAȚIONAL „DIACONOVICI TIETZ“ REŞIŢA","Colegiu","50807","REŞIŢA","CS"
"1161103488","COLEGIUL NAŢIONAL „MIRCEA ELIADE“ REŞIŢA","Colegiu","50807","REŞIŢA","CS"
"1161104272","COLEGIUL NAŢIONAL „TRAIAN LALESCU“ REŞIŢA","Colegiu","50807","REŞIŢA","CS"
"1161104313","COLEGIUL TEHNIC REŞIŢA","Colegiu","50807","REŞIŢA","CS"
"1161103538","LICEUL DE ARTE „SABIN PĂUŢA“ REŞIŢA","Liceu","50807","REŞIŢA","CS"
"1161100078","LICEUL TEOLOGIC BAPTIST REŞIŢA","Liceu","50807","REŞIŢA","CS"
"1161103782","LICEUL TEORETIC „TRAIAN VUIA“ REŞIŢA","Liceu","50807","REŞIŢA","CS"
"1161103877","LICEUL TEHNOLOGIC „SF.DIMITRIE“ TEREGOVA","Liceu","54289","TEREGOVA","CS"
"1361100681","LICEUL TEORETIC BĂNEASA","Liceu","61078","BĂNEASA","CT"
"1361100731","LICEUL TEHNOLOGIC ’DOBROGEA’ CASTELU","Școală postliceală","61130","CASTELU","CT"
"1361101257","LICEUL TEHNOLOGIC ’AXIOPOLIS’ CERNAVODĂ","Liceu tehnologic / Școală profesională","60785","CERNAVODĂ","CT"
"1361105035","LICEUL TEORETIC 'ANGHEL SALIGNY' CERNAVODĂ","Liceu","60785","CERNAVODĂ","CT"
"1361101135","LICEUL COBADIN","Liceu","61327","COBADIN","CT"
"1361100586","LICEUL TEHNOLOGIC COGEALAC","Liceu tehnologic / Școală profesională","61381","COGEALAC","CT"
"1361105071","COLEGIUL COMERCIAL ’CAROL I’ CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361101967","COLEGIUL NAŢIONAL DE ARTE ’REGINA MARIA’ CONSTANŢA","Colegiu","60428","CONSTANŢA","CT"
"1361100541","COLEGIUL NAŢIONAL ’MIHAI EMINESCU’ CONSTANŢA","Colegiu","60428","CONSTANŢA","CT"
"1361100609","COLEGIUL NAŢIONAL ’MIRCEA CEL BĂTRÂN’ CONSTANŢA","Colegiu","60428","CONSTANŢA","CT"
"1361100161","COLEGIUL NAŢIONAL PEDAGOGIC ’CONSTANTIN BRĂTESCU’ CONSTANŢA","Colegiu","60428","CONSTANŢA","CT"
"1361100012","LICEUL CU PROGRAM SPORTIV ’NICOLAE ROTARU’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361100229","LICEUL DE MARINĂ CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361100446","LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361100862","LICEUL ENERGETIC CONSTANȚA","Liceu","60428","CONSTANŢA","CT"
"1361101705","LICEUL TEHNOLOGIC ’C.A.ROSETTI’ CONSTANŢA","Școală postliceală","60428","CONSTANŢA","CT"
"1361104952","LICEUL TEHNOLOGIC DE ELECTROTEHNICĂ ŞI TELECOMUNICAŢII CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361100871","LICEUL TEHNOLOGIC ’DIMITRIE LEONIDA’ CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361100116","LICEUL TEHNOLOGIC ’GHEORGHE DUCA’ CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361100722","LICEUL TEHNOLOGIC ’GHEORGHE MIRON COSTIN’ CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361101714","LICEUL TEHNOLOGIC ’IOAN N.ROMAN’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361100699","LICEUL TEHNOLOGIC ’PONTICA’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361101922","LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361101076","LICEUL TEORETIC ’DECEBAL’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361104979","LICEUL TEORETIC ’GEORGE CĂLINESCU’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361105338","LICEUL TEORETIC ’GEORGE EMIL PALADE’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361101474","LICEUL TEORETIC ’LUCIAN BLAGA’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361105026","LICEUL TEORETIC ’OVIDIUS’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361100835","LICEUL TEORETIC ’TRAIAN’ CONSTANŢA","Liceu","60428","CONSTANŢA","CT"
"1361101483","SEMINARUL TEOLOGIC ORTODOX ’SFÂNTUL CUVIOS DIONISIE EXIGUUL’ CONSTANŢA","Liceu tehnologic / Școală profesională","60428","CONSTANŢA","CT"
"1361105406","LICEUL TEORETIC ’CARMEN SYLVA’ EFORIE","Liceu","60464","EFORIE SUD","CT"
"1361101108","LICEUL TEHNOLOGIC ’CARSIUM’ HÂRŞOVA","Liceu tehnologic / Școală profesională","60810","HÂRŞOVA","CT"
"1361101013","LICEUL TEORETIC ’IOAN COTOVU’ HÂRŞOVA","Liceu","60810","HÂRŞOVA","CT"
"1361100125","COLEGIUL ECONOMIC MANGALIA","Liceu tehnologic / Școală profesională","60491","MANGALIA","CT"
"1361105469","LICEUL TEHNOLOGIC ’ION BĂNESCU’ MANGALIA","Liceu tehnologic / Școală profesională","60491","MANGALIA","CT"
"1361105279","LICEUL TEORETIC ’CALLATIS’ MANGALIA","Liceu","60491","MANGALIA","CT"
"1361105103","COLEGIUL NAŢIONAL ’KEMAL ATATURK’ MEDGIDIA","Colegiu","60856","MEDGIDIA","CT"
"1361100912","LICEUL TEHNOLOGIC ’DRAGOMIR HURMUZESCU’ MEDGIDIA","Liceu tehnologic / Școală profesională","60856","MEDGIDIA","CT"
"1361100559","LICEUL TEHNOLOGIC ’NICOLAE TITULESCU’ MEDGIDIA","Liceu tehnologic / Școală profesională","60856","MEDGIDIA","CT"
"1361101316","LICEUL TEORETIC ’NICOLAE BĂLCESCU’ MEDGIDIA","Liceu","60856","MEDGIDIA","CT"
"1361101058","LICEUL TEHNOLOGIC ’MIHAI VITEAZUL’ MIHAI VITEAZU","Liceu tehnologic / Școală profesională","62262","MIHAI VITEAZU","CT"
"1361100903","LICEUL TEORETIC 'MIHAIL KOGĂLNICEANU' MIHAIL KOGĂLNICEANU","Liceu","62208","MIHAIL KOGĂLNICEANU","CT"
"1361105433","LICEUL TEORETIC MURFATLAR","Liceu","62379","MURFATLAR","CT"
"1361100636","LICEUL TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI","Liceu tehnologic / Școală profesională","60516","NĂVODARI","CT"
"1361100785","LICEUL TEORETIC NEGRU VODĂ","Liceu","62404","NEGRU VODĂ","CT"
"1361105184","LICEUL ’REGELE CAROL I’ OSTROV","Liceu","62547","OSTROV","CT"
"1361105252","LICEUL TEHNOLOGIC ’ION PODARU’ OVIDIU","Liceu tehnologic / Școală profesională","60696","OVIDIU","CT"
"1361105243","LICEUL AGRICOL POARTA ALBĂ","Liceu tehnologic / Școală profesională","62770","POARTA ALBĂ","CT"
"1361101759","LICEUL TEORETIC ’EMIL RACOVIŢĂ’ TECHIRGHIOL","Liceu","60543","TECHIRGHIOL","CT"
"1361100455","LICEUL TEHNOLOGIC TOPRAISAR","Liceu tehnologic / Școală profesională","63081","TOPRAISAR","CT"
"1461100761","Liceul Tehnologic ""Baróti Szabó Dávid"" Baraolt","Liceu tehnologic / Școală profesională","63456","BARAOLT","CV"
"1461100137","Liceul ""Kőrösi Csoma Sándor"" Covasna","Liceu","63535","COVASNA","CV"
"1461100544","Liceul Tehnologic ""Nicolae Bălcescu"" Întorsura Buzăului","Liceu tehnologic / Școală profesională","63599","ÎNTORSURA BUZĂULUI","CV"
"1461100015","Liceul Teoretic ""Mircea Eliade"" Întorsura Buzăului","Liceu","63599","ÎNTORSURA BUZĂULUI","CV"
"1461100101","Colegiul Național ""Mihai Viteazul"" Sfântu Gheorghe","Colegiu","63401","SFÂNTU GHEORGHE","CV"
"1461100716","Colegiul Național ""Székely Mikó"" Sfântu Gheorghe","Colegiu","63401","SFÂNTU GHEORGHE","CV"
"1461100811","Liceul de Arte ""Plugor Sándor"" Sfântu Gheorghe","Liceu","63401","SFÂNTU GHEORGHE","CV"
"1461100779","Liceul Economic ""Berde Áron"" Sfântu Gheorghe","Liceu tehnologic / Școală profesională","63401","SFÂNTU GHEORGHE","CV"
"1461100797","Liceul Tehnologic ""Constantin Brâncuși"" Sfântu Gheorghe","Liceu","63401","SFÂNTU GHEORGHE","CV"
"1461100494","Liceul Tehnologic ""Puskás Tivadar"" Sfântu Gheorghe","Liceu tehnologic / Școală profesională","63401","SFÂNTU GHEORGHE","CV"
"1461100155","Liceul Teologic Reformat Sfântu Gheorghe","Liceu","63401","SFÂNTU GHEORGHE","CV"
"1461100404","Liceul Teoretic ""Mikes Kelemen"" Sfântu Gheorghe","Liceu","63401","SFÂNTU GHEORGHE","CV"
"1461100381","Liceul Pedagogic ""Bod Péter"" Târgu Secuiesc","Liceu","63759","TÂRGU SECUIESC","CV"
"1461100422","Liceul Tehnologic ""Apor Péter"" Târgu Secuiesc","Liceu","63759","TÂRGU SECUIESC","CV"
"1461100693","Liceul Tehnologic ""Gábor Áron"" Târgu Secuiesc","Liceu tehnologic / Școală profesională","63759","TÂRGU SECUIESC","CV"
"1461100286","Liceul Teologic Reformat Târgu Secuiesc","Liceu","63759","TÂRGU SECUIESC","CV"
"1461100431","Liceul Teoretic ""Nagy Mózes"" Târgu Secuiesc","Liceu","63759","TÂRGU SECUIESC","CV"
"1561100253","LICEUL TEHNOLOGIC ”UDREA BĂLEANU” BĂLENI","Liceu tehnologic / Școală profesională","66205","BĂLENI-ROMÂNI","DB"
"1561101114","LICEUL ”AUREL RAINU” FIENI","Liceu","65618","FIENI","DB"
"1561100755","COLEGIUL NAȚIONAL ”VLADIMIR STREINU” GĂEȘTI","Colegiu","65690","GĂEŞTI","DB"
"1561100289","LICEUL TEHNOLOGIC ”DR.C. ANGELESCU” GĂEȘTI","Liceu tehnologic / Școală profesională","65690","GĂEŞTI","DB"
"1561101512","LICEUL TEHNOLOGIC ”IORDACHE GOLESCU” GĂEȘTI","Liceu tehnologic / Școală profesională","65690","GĂEŞTI","DB"
"1561100746","COLEGIUL NAȚIONAL ”ION LUCA CARAGIALE” MORENI","Colegiu","65850","MORENI","DB"
"1561101702","LICEUL TEHNOLOGIC PETROL MORENI","Liceu","65850","MORENI","DB"
"1561101245","LICEUL TEHNOLOGIC NUCET","Liceu tehnologic / Școală profesională","68299","NUCET","DB"
"1561100113","COLEGIUL NAȚIONAL ”NICOLAE TITULESCU” PUCIOASA","Colegiu","65930","PUCIOASA","DB"
"1561101195","LICEUL TEHNOLOGIC PUCIOASA","Liceu","65930","PUCIOASA","DB"
"1561100271","LICEUL TEORETIC ”ION GHICA” RĂCARI","Liceu","68636","RĂCARI","DB"
"1561101019","LICEUL TEHNOLOGIC ”MARIN GRIGORE NĂSTASE” TĂRTĂȘEȘTI","Liceu tehnologic / Școală profesională","105543","TĂRTĂŞEŞTI","DB"
"1561101584","COLEGIUL ECONOMIC ”ION GHICA” TÂRGOVIȘTE","Colegiu","65351","TÂRGOVIŞTE","DB"
"1561101426","COLEGIUL NAȚIONAL ”CONSTANTIN CANTACUZINO” TÂRGOVIȘTE","Colegiu","65351","TÂRGOVIŞTE","DB"
"1561100185","COLEGIUL NAȚIONAL ”CONSTANTIN CARABELLA” TÂRGOVIȘTE","Colegiu","65351","TÂRGOVIŞTE","DB"
"1561101765","COLEGIUL NAȚIONAL ”IENĂCHIȚĂ VĂCĂRESCU” TÂRGOVIȘTE","Colegiu","65351","TÂRGOVIŞTE","DB"
"1561100823","LICEUL DE ARTE ”BĂLAȘA DOAMNA” TÂRGOVIȘTE","Liceu","65351","TÂRGOVIŞTE","DB"
"1561101815","LICEUL TEHNOLOGIC ”CONSTANTIN BRÂNCOVEANU” TÂRGOVIȘTE","Liceu tehnologic / Școală profesională","65351","TÂRGOVIŞTE","DB"
"1561101168","LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO TÂRGOVIȘTE","Liceu tehnologic / Școală profesională","65351","TÂRGOVIŞTE","DB"
"1561100018","LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU” TÂRGOVIȘTE","Liceu tehnologic / Școală profesională","65351","TÂRGOVIŞTE","DB"
"1561100832","LICEUL TEHNOLOGIC ”SPIRU HARET” TÂRGOVIȘTE","Liceu tehnologic / Școală profesională","65351","TÂRGOVIŞTE","DB"
"1561101281","LICEUL TEORETIC ”ION HELIADE RĂDULESCU” TÂRGOVIȘTE","Liceu","65351","TÂRGOVIŞTE","DB"
"1561101575","LICEUL TEORETIC ”PETRU CERCEL” TÂRGOVIȘTE","Liceu","65351","TÂRGOVIŞTE","DB"
"1561101792","LICEUL ”VOIEVODUL MIRCEA” TÂRGOVIȘTE","Liceu","65351","TÂRGOVIŞTE","DB"
"1561101783","SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR” TÂRGOVIȘTE","Liceu","65351","TÂRGOVIŞTE","DB"
"1561101625","LICEUL TEHNOLOGIC ”GOGA IONESCU” TITU","Liceu tehnologic / Școală profesională","66090","TITU","DB"
"1561101548","LICEUL TEORETIC ”IANCU C VISSARION” TITU","Liceu","66090","TITU","DB"
"1561100158","LICEUL TEORETIC ”MIHAI VITEAZUL” VIȘINA","Liceu","69349","VIŞINA","DB"
"1561101141","LICEUL TEHNOLOGIC VOINEȘTI","Liceu tehnologic / Școală profesională","69535","VOINEŞTI","DB"
"1661105528","LICEUL TEORETIC AMARASTII DE JOS","Liceu","70646","AMĂRĂŞTII DE JOS","DJ"
"1661105451","SCOALA PROFESIONALA ""CONSTANTIN ARGETOIANU"" ARGETOAIA","Liceu tehnologic / Școală profesională","70753","ARGETOAIA","DJ"
"1661104907","LICEUL TEHNOLOGIC ""STEFAN ANGHEL"" BAILESTI","Liceu tehnologic / Școală profesională","70325","BĂILEŞTI","DJ"
"1661105781","LICEUL TEORETIC ""MIHAI VITEAZUL"" BAILESTI","Liceu","70325","BĂILEŞTI","DJ"
"1661105813","LICEUL TEORETIC ""ADRIAN PAUNESCU"" BARCA","Liceu","70959","BÂRCA","DJ"
"1661104857","LICEUL TEORETIC BECHET","Liceu","70888","BECHET","DJ"
"1661104545","LICEUL TEHNOLOGIC ""STEFAN MILCU"" CALAFAT","Liceu tehnologic / Școală profesională","70361","CALAFAT","DJ"
"1661104604","LICEUL TEORETIC ""INDEPENDENTA"" CALAFAT","Liceu","70361","CALAFAT","DJ"
"1661106104","LICEUL TEHNOLOGIC ""PETRE BANITA"" CALARASI","Liceu tehnologic / Școală profesională","71616","CĂLĂRAŞI","DJ"
"1661104762","LICEUL TEHNOLOGIC ""CONSTANTIN IANCULESCU"" CARCEA","Liceu tehnologic / Școală profesională","71901","CÂRCEA","DJ"
"1661105216","LICEUL TEORETIC ""GH. VASILICHI"" CETATE","Liceu","71796","CETATE","DJ"
"1661104554","COLEGIUL ECONOMIC ""GHEORGHE CHITU"" CRAIOVA","Colegiu","69919","CRAIOVA","DJ"
"1661101958","COLEGIUL NATIONAL ""CAROL I"" CRAIOVA","Colegiu","69919","CRAIOVA","DJ"
"1661105519","COLEGIUL NATIONAL ""ELENA CUZA"" CRAIOVA","Colegiu","69919","CRAIOVA","DJ"
"1661105026","COLEGIUL NATIONAL ""FRATII BUZESTI"" CRAIOVA","Colegiu","69919","CRAIOVA","DJ"
"1661105496","COLEGIUL NATIONAL ""NICOLAE TITULESCU"" CRAIOVA","Colegiu","69919","CRAIOVA","DJ"
"1661104518","COLEGIUL NATIONAL PEDAGOGIC ""STEFAN VELOVAN"" CRAIOVA","Colegiu","69919","CRAIOVA","DJ"
"1661101976","LICEUL ""CHARLES LAUGIER"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661104875","LICEUL CU PROGRAM SPORTIV ""PETRACHE TRISCU"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661105858","LICEUL DE ARTE ""MARIN SORESCU"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661105071","LICEUL DE INDUSTRIE ALIMENTARA CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661104337","LICEUL ENERGETIC CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661104708","LICEUL ""MATEI BASARAB"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661105365","LICEUL TEHNOLOGIC AUTO CRAIOVA","Liceu tehnologic / Școală profesională","69919","CRAIOVA","DJ"
"1661105347","LICEUL TEHNOLOGIC ""CONSTANTIN BRANCUSI"" CRAIOVA","Liceu tehnologic / Școală profesională","69919","CRAIOVA","DJ"
"1661104771","LICEUL TEHNOLOGIC ""COSTIN D. NENITESCU"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661104477","LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661105478","LICEUL TEHNOLOGIC ""GEORGE BIBESCU"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661106027","LICEUL TEHNOLOGIC SPECIAL ""BEETHOVEN"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661105718","LICEUL TEHNOLOGIC SPECIAL""PELENDAVA"" CRAIOVA","Liceu tehnologic / Școală profesională","69919","CRAIOVA","DJ"
"1661105392","LICEUL TEHNOLOGIC ""STEFAN ODOBLEJA"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661104631","LICEUL TEHNOLOGIC TRANSPORTURI CAI FERATE CRAIOVA","Liceu tehnologic / Școală profesională","69919","CRAIOVA","DJ"
"1661104916","LICEUL TEOLOGIC ADVENTIST CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661104459","LICEUL TEORETIC ""HENRI COANDA"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661104599","LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661104866","LICEUL ""TRAIAN VUIA"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661105225","SEMINARUL TEOLOGIC ORTODOX ""SFANTUL GRIGORIE TEOLOGUL"" CRAIOVA","Liceu","69919","CRAIOVA","DJ"
"1661105234","SCOALA PROFESIONALA DANETI","Liceu tehnologic / Școală profesională","71965","DANEŢI","DJ"
"1661105537","LICEUL TEORETIC ""CONSTANTIN BRANCOVEANU"" DABULENI","Liceu","72016","DĂBULENI","DJ"
"1661101985","LICEUL TEHNOLOGIC ""DIMITRIE FILISANU"" FILIASI","Liceu tehnologic / Școală profesională","70423","FILIAŞI","DJ"
"1661105252","LICEUL TEHNOLOGIC ""ALEXANDRU MACEDONSKI"" MELINESTI","Liceu tehnologic / Școală profesională","73111","MELINEŞTI","DJ"
"1661104821","LICEUL TEHNOLOGIC ""CONSTANTIN NICOLAESCU-PLOPSOR"" PLENITA","Liceu tehnologic / Școală profesională","73718","PLENIŢA","DJ"
"1661101913","LICEUL TEORETIC ""GEORGE ST. MARINCU"" POIANA MARE","Liceu","73745","POIANA MARE","DJ"
"1661105659","LICEUL TEHNOLOGIC ""HORIA VINTILA"" SEGARCEA","Liceu tehnologic / Școală profesională","70511","SEGARCEA","DJ"
"1661105433","SCOALA PROFESIONALA VALEA STANCIULUI","Liceu tehnologic / Școală profesională","74590","VALEA STANCIULUI","DJ"
"1861105837","SCOALA GIMNAZIALA NR.1 ALBENI","Școală gimnazială","78481","ALBENI","GJ"
"1861105828","LICEUL TEHNOLOGIC BAIA DE FIER","Liceu","78720","BAIA DE FIER","GJ"
"1861104682","LICEUL TEHNOLOGIC ""G-RAL C-TIN SANDRU"" BALTA, RUNCU","Liceu","81594","BÂLTA","GJ"
"1861106295","LICEUL TEHNOLOGIC BALTENI","Liceu","79013","BÂLTENI","GJ"
"1861106146","LICEUL TEHNOLOGIC BARSESTI","Liceu","77830","BÂRSEŞTI","GJ"
"1861105484","COLEGIUL ""MIHAI VITEAZUL"" BUMBESTI-JIU","Colegiu","79317","BUMBEŞTI-JIU","GJ"
"1861100045","LICEUL TEHNOLOGIC BUSTUCHIN","Liceu","79415","BUSTUCHIN","GJ"
"1861105439","COLEGIUL TEHNIC MATASARI","Colegiu","80855","MĂTĂSARI","GJ"
"1861105588","COLEGIUL NATIONAL ""GEORGE COSBUC"" MOTRU","Colegiu","78150","MOTRU","GJ"
"1861104664","COLEGIUL TEHNIC MOTRU","Colegiu","78150","MOTRU","GJ"
"1861100036","LICEUL TEORETIC NOVACI","Liceu","78267","NOVACI","GJ"
"1861105706","LICEUL TEHNOLOGIC ""C-TIN BRANCUSI""- PESTISANI","Liceu","81193","PEŞTIŞANI","GJ"
"1861106191","LICEUL TEHNOLOGIC ROSIA DE AMARADIA","Liceu","81503","ROŞIA DE AMARADIA","GJ"
"1861106101","LICEUL TEHNOLOGIC ROSIA JIU, FARCASESTI","Liceu","80338","ROŞIA JIU","GJ"
"1861105914","COLEGIUL ""GHEORGHE TATARESCU"" ROVINARI","Colegiu","79059","ROVINARI","GJ"
"1861105923","LICEUL TEHNOLOGIC STOINA","Liceu","82323","STOINA","GJ"
"1861105977","COLEGIUL NATIONAL ""TUDOR ARGHEZI"" TG-CARBUNESTI","Colegiu","78338","TÂRGU CĂRBUNEŞTI","GJ"
"1861100027","CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ TG-JIU","Centru de Educație Incluzivă","77821","TÂRGU JIU","GJ"
"1861105638","COLEGIUL AUTO ""TRAIAN VUIA"" TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861105751","COLEGIUL ECONOMIC ""VIRGIL MADGEARU"" TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861105398","COLEGIUL NATIONAL ""ECATERINA TEODOROIU"" TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861100018","COLEGIUL NATIONAL ""SPIRU HARET"" TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861105611","COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861105864","COLEGIUL TEHNIC ""G-RAL GHEORGHE MAGHERU"" TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861105968","COLEGIUL TEHNIC ""HENRI COANDA"" TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861105353","COLEGIUL TEHNIC ""ION MINCU"" TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861106205","COLEGIUL TEHNIC NR 2 TG-JIU","Colegiu","77821","TÂRGU JIU","GJ"
"1861105493","LICEUL CU PROGRAM SPORTIV TG-JIU","Liceu","77821","TÂRGU JIU","GJ"
